itemName,brand,itemUrl,price,imageUrl
Combo(B)-1032-771 Loafers For Men,Bersache,https://www.flipkart.com//bersache-combo-b-1032-771-loafers-men/p/itmf9ay6b3z9wwrp?pid=SHOF99XQ8YRHEJJR&lid=LSTSHOF99XQ8YRHEJJRIMBPUB&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FWglC4Tmjp4YGBDC2A0SLaN8eK%2F4h%2FfW6UGOjUj9%2FXQ8Q%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/jmgmmq80/shoe/4/r/f/combo-s-1032-771-6-super-matteress-multicolor-original-imaf99srevfag5mn.jpeg?q=50
Combo(BR)-1077-349 Sneakers For Men,Bersache,https://www.flipkart.com//bersache-combo-br-1077-349-sneakers-men/p/itmfaeyj2whyzez4?pid=SHOFAETEZD72GTHX&lid=LSTSHOFAETEZD72GTHXVH1DAD&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FV0AMsvblY2CBYfY9Whi%2BloqyIBosRLjChNTnFFI%2BjWXA%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹349,https://rukminim1.flixcart.com/image/309/371/k3khevk0/shoe/h/r/2/combo-br-1077-349-6-bersache-multicolor-original-imafmntrt8fzqrja.jpeg?q=50
Running Shoes For Men,MILESWALKER,https://www.flipkart.com//mileswalker-running-shoes-men/p/itm62b332399706c?pid=SHOFNKBHGVP8TQ4V&lid=LSTSHOFNKBHGVP8TQ4VQ9PJKE&marketplace=FLIPKART&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFNKBHGVP8TQ4V.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹379,https://rukminim1.flixcart.com/image/309/371/k5msb680/shoe/a/y/z/dg-335-black-fashion-6-digitrendzz-black-original-imafnkzz2yrgkwcy.jpeg?q=50
"Walking Shoes,Training Shoes, Gym Shoes,Sports Shoes, C...",Adza,https://www.flipkart.com//adza-walking-shoes-training-shoes-gym-shoes-sports-cricket-running-shoes-men/p/itm27eb05f2545fb?pid=SHOFZGTFK3YB4CA2&lid=LSTSHOFZGTFK3YB4CA2PUGLOY&marketplace=FLIPKART&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFZGTFK3YB4CA2.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹359,https://rukminim1.flixcart.com/image/309/371/k65d18w0pkrrdj/shoe/y/v/d/7-gyzjznpbyt-putthi-original-imafzj2wejpaqgmg.jpeg?q=50
Combo Pack of 2 Latest Collection Stylish casual Sports...,Axter,https://www.flipkart.com//axter-combo-pack-2-latest-collection-stylish-casual-sports-running-shoes-men/p/itmf6c8f1743a08f?pid=SHOFZRG8VSRNWUNP&lid=LSTSHOFZRG8VSRNWUNPZLWY2N&marketplace=FLIPKART&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFZRG8VSRNWUNP.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹478,https://rukminim1.flixcart.com/image/309/371/k6fd47k0pkrrdj/shoe/g/a/b/7-rfaogvszji-world-wear-footwear-original-imafzrksqbf3yj3m.jpeg?q=50
Running Shoes For Men,Layasa,https://www.flipkart.com//layasa-running-shoes-men/p/itme9c43895059e4?pid=SHOFPZ3DFNN4RSMY&lid=LSTSHOFPZ3DFNN4RSMY4XY6OU&marketplace=FLIPKART&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFPZ3DFNN4RSMY.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/k7usyvk0/shoe/d/t/w/la5048-10-layasa-yellow-original-imafpzgatgghcwrx.jpeg?q=50
445 Sports Running Shoes For Men,Chevit,https://www.flipkart.com//chevit-445-sports-running-shoes-men/p/itmffmp4xhnzcbdt?pid=SHOFBEHWPC2REQCV&lid=LSTSHOFBEHWPC2REQCVVOSMRG&marketplace=FLIPKART&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFBEHWPC2REQCV.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹389,https://rukminim1.flixcart.com/image/309/371/jubjte80/shoe/p/p/r/cb-414-445-10-pexlo-brown-blue-original-imafbhahzpuhwxee.jpeg?q=50
Running Shoes For Men,Aadi,https://www.flipkart.com//aadi-running-shoes-men/p/itmb74051d22168f?pid=SHOFMYV96FT5GTPF&lid=LSTSHOFMYV96FT5GTPFZPZYNR&marketplace=FLIPKART&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFMYV96FT5GTPF.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹426,https://rukminim1.flixcart.com/image/309/371/k3lwuq80/shoe/z/v/h/mrj1324-10-aadi-black-original-imafmzfctw5gfxhu.jpeg?q=50
WNDR-13 Running Shoes For Men,Asian,https://www.flipkart.com//asian-wndr-13-running-shoes-men/p/itmff96xgyjjf3fx?pid=SHOF3KF5JV3PDQHW&lid=LSTSHOF3KF5JV3PDQHW3ZSMEL&marketplace=FLIPKART&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOF3KF5JV3PDQHW.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/jur9nrk0/shoe/k/b/a/wonder-1313-7-asian-grey-orange-original-imaffbmzjc5hmagy.jpeg?q=50
Cosco Running Shoes For Men,Asian,https://www.flipkart.com//asian-cosco-running-shoes-men/p/itmfe37fzu48vnye?pid=SHOF78HRABGHBA4K&lid=LSTSHOF78HRABGHBA4KG3DSFI&marketplace=FLIPKART&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOF78HRABGHBA4K.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹616,https://rukminim1.flixcart.com/image/309/371/jwnusnk0/shoe/r/p/h/coscocnblue-11-asian-blue-original-imafhazbzxxhg6fz.jpeg?q=50
Combo Pack of 4 Casual Sneakers With Sneakers For Men,Chevit,https://www.flipkart.com//chevit-combo-pack-4-casual-sneakers-men/p/itmfg2ybzgeygd6t?pid=SHOFGY97JGZTBRHY&lid=LSTSHOFGY97JGZTBRHYRRF4SQ&marketplace=FLIPKART&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFGY97JGZTBRHY.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹490,https://rukminim1.flixcart.com/image/309/371/jxp08sw0/shoe/w/5/j/qd-157-109-158-110-10-chevit-multicolor-original-imafg2yve4ghzufy.jpeg?q=50
Combo Pack of 5 Casual Sneakers With Canvas Shoes For M...,Chevit,https://www.flipkart.com//chevit-combo-pack-5-casual-sneakers-canvas-shoes-men/p/itmfhu6fj4zyj5c9?pid=SHOFHTTCTPZGWUDG&lid=LSTSHOFHTTCTPZGWUDGXMFML4&marketplace=FLIPKART&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFHTTCTPZGWUDG.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹597,https://rukminim1.flixcart.com/image/309/371/jxdkpzk0/shoe/u/d/g/pn-157-110-158-104-109-7-chevit-multicolor-original-imafhu8ghaukjtpe.jpeg?q=50
Men's CASUAL Shoes Fashion Breathable Sneakers Sneakers...,REWARM,https://www.flipkart.com//rewarm-men-s-casual-shoes-fashion-breathable-sneakers-men/p/itm753d954930f4f?pid=SHOFPBRWPRPGZ7XZ&lid=LSTSHOFPBRWPRPGZ7XZ3XC2WS&marketplace=FLIPKART&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFPBRWPRPGZ7XZ.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹359,https://rukminim1.flixcart.com/image/309/371/k70spzk0/shoe/7/x/z/1769-7-rewarm-black-original-imafpcyy8sgbzbd7.jpeg?q=50
Sneakers For Men,Essence,https://www.flipkart.com//essence-sneakers-men/p/itmf3xqa3mf5eszu?pid=SHOEYJF7Y7RTZ5YR&lid=LSTSHOEYJF7Y7RTZ5YRCCZ47M&marketplace=FLIPKART&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FVGp%2B4Ed8gn09LM%2BG5pg2EQAqbe24RsZFBkTIk57h9cmg%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/k59xci80/kids-shoe/5/y/n/4-vchainblue3101-44-essence-original-imaeyj3sxtc2nr44.jpeg?q=50
Casuals For Men,Deals4you,https://www.flipkart.com//deals4you-casuals-men/p/itm937def910c745?pid=SHOFPPTYGXZX4FTE&lid=LSTSHOFPPTYGXZX4FTEIQREIV&marketplace=FLIPKART&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFPPTYGXZX4FTE.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹449,https://rukminim1.flixcart.com/image/309/371/k6l2vm80/shoe/f/q/g/501black-41-zf-klub-black-original-imafpyg8hntqhuyh.jpeg?q=50
Stylish Combo's Loafers Loafers For Men,WELDONE,https://www.flipkart.com//weldone-stylish-combo-s-loafers-men/p/itmf3xz8kdgzp8ag?pid=SHOF3FWJXQYSCZU9&lid=LSTSHOF3FWJXQYSCZU9JCTQVE&marketplace=FLIPKART&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOF3FWJXQYSCZU9.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹569,https://rukminim1.flixcart.com/image/309/371/jeua3680/shoe/k/e/w/c3-113-115-comfy-7-weldone-multicolor-original-imaf3gfgxmj7skxj.jpeg?q=50
Angel-04 Casual sneakers for ladies | sports shoes for ...,Asian,https://www.flipkart.com//asian-angel-04-casual-sneakers-ladies-sports-shoes-women-running-girls-stylish-latest-design-new-fashion-lace-up-lightweight-grey-jogging-walking-gym-party/p/itmb9a0bde3a9fb3?pid=SHOFZ7QJKJWXQXV2&lid=LSTSHOFZ7QJKJWXQXV2LVPW21&marketplace=FLIPKART&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFZ7QJKJWXQXV2.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹649,https://rukminim1.flixcart.com/image/309/371/k5jxfgw0/shoe/z/7/k/angel-04cgrey-6-asian-grey-original-imafz7yygxgyau5c.jpeg?q=50
Running Shoes For Men,DUNKASTON,https://www.flipkart.com//dunkaston-running-shoes-men/p/itm6395b179e8470?pid=SHOFGKHH35ZZYQGV&lid=LSTSHOFGKHH35ZZYQGVVERI3Y&marketplace=FLIPKART&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFGKHH35ZZYQGV.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹379,https://rukminim1.flixcart.com/image/309/371/k3dc7m80/shoe/y/7/w/shoes-202-8-dunkaston-black-original-imafjxyxzg9mjya6.jpeg?q=50
Combo pack of 2 sports and running shoes for men Runnin...,Armado,https://www.flipkart.com//armado-combo-pack-2-sports-running-shoes-men/p/itmc37a129c46bcc?pid=SHOFZ8T6F5TYJKFH&lid=LSTSHOFZ8T6F5TYJKFHK0KOJU&marketplace=FLIPKART&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFZ8T6F5TYJKFH.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹498,https://rukminim1.flixcart.com/image/309/371/k6mibgw0/shoe/m/p/c/combo-sr-1244-1243-10-sporter-multicolor-original-imafzy9zykpwyp7e.jpeg?q=50
"Casual, Walking, Sports Shoes Walking Shoes For Men",Knight Ace,https://www.flipkart.com//knight-ace-casual-walking-sports-shoes-walking-men/p/itmfgdwu2j53nzrj?pid=SHOFGD8H3NHGPVBV&lid=LSTSHOFGD8H3NHGPVBVPOG4ZM&marketplace=FLIPKART&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FUxFIMTcdjbb5%2FqbnrmSlL4vSkeIN3101ol1QlV5QYM4w%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹359,https://rukminim1.flixcart.com/image/309/371/jvif0y80/shoe/b/e/h/sp7136-7-knight-ace-grey-original-imafgdwwq8rgdyyz.jpeg?q=50
Running Shoes For Men,DUNKASTON,https://www.flipkart.com//dunkaston-running-shoes-men/p/itm2b12a56a0278a?pid=SHOFGKHHABYSX5YG&lid=LSTSHOFGKHHABYSX5YGORMBNG&marketplace=FLIPKART&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFGKHHABYSX5YG.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹399,https://rukminim1.flixcart.com/image/309/371/k02qnww0/shoe/h/6/n/202-8-tr-grey-original-imafjxfd5esbuhmn.jpeg?q=50
"Mesh Running Shoes ,Cricket Shoes Running Shoes For Men...",MILESWALKER,https://www.flipkart.com//mileswalker-mesh-running-shoes-cricket-men-black/p/itmfgfz2wfujtuxg?pid=SHOFGFH4ZJCQNEXF&lid=LSTSHOFGFH4ZJCQNEXFTDSSCY&marketplace=FLIPKART&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFGFH4ZJCQNEXF.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹379,https://rukminim1.flixcart.com/image/309/371/k5bcscw0pkrrdj/shoe/g/2/h/8-mw-325-black-mileswalker-original-imafgffhgw2kgbqk.jpeg?q=50
Combo pack of 2 sports and running shoes for men Runnin...,Armado,https://www.flipkart.com//armado-combo-pack-2-sports-running-shoes-men/p/itm74819d2b96b0e?pid=SHOFNUM72TFM5AZD&lid=LSTSHOFNUM72TFM5AZDXNNSII&marketplace=FLIPKART&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFNUM72TFM5AZD.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹498,https://rukminim1.flixcart.com/image/309/371/k6mibgw0/shoe/n/9/z/combo-sr-1242-1244-6-sporter-multicolor-original-imafzy9kt8p5smfv.jpeg?q=50
1772 Running Shoes For Men,LeatherKraft,https://www.flipkart.com//leatherkraft-1772-running-shoes-men/p/itm6ade33aa1d00a?pid=SHOFPWKHNFZH3WPC&lid=LSTSHOFPWKHNFZH3WPCQ6WO8R&marketplace=FLIPKART&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FUEfBxv0qnjpPeNCLNvAfL%2Btj8N%2FmuT9lhsfXvs4E7a0A%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹499,https://rukminim1.flixcart.com/image/309/371/k7p37gw0/shoe/r/r/z/f-d-1772-9-freedom-daisy-black-original-imafpvgkmmhznkcg.jpeg?q=50
INDUS-251 Running Shoes For Men,Lancer,https://www.flipkart.com//lancer-indus-251-running-shoes-men/p/itmeeef49bea93a9?pid=SHOFM2XZGJK3SDJK&lid=LSTSHOFM2XZGJK3SDJKZLGGHH&marketplace=FLIPKART&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFM2XZGJK3SDJK.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹599,https://rukminim1.flixcart.com/image/309/371/k51cpe80pkrrdj/shoe/y/k/w/10-indus-251-lancer-indus-251-wht-nbl-10-original-imafm3mq868zyhzc.jpeg?q=50
STONIC Running Shoes For Men,Campus,https://www.flipkart.com//campus-stonic-running-shoes-men/p/itm987a93e7ace75?pid=SHOFJY9MK7ASZURY&lid=LSTSHOFJY9MK7ASZURYPVSPUE&marketplace=FLIPKART&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFJY9MK7ASZURY.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,"₹1,424",https://rukminim1.flixcart.com/image/309/371/k02qnww0/shoe/e/g/t/5g-680-8-campus-blk-red-original-imafjyfkstpyb3ge.jpeg?q=50
new black sport fashion shoes Running Shoes For Men,DESASTER,https://www.flipkart.com//desaster-new-black-sport-fashion-shoes-running-men/p/itm7de3539269e68?pid=SHOFP6Z4FAHNQUYH&lid=LSTSHOFP6Z4FAHNQUYHM0EXYR&marketplace=FLIPKART&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFP6Z4FAHNQUYH.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹360,https://rukminim1.flixcart.com/image/309/371/k5o7r0w0/shoe/b/t/a/new-fashion-mesh-sports-wear-shoes-9-kwik-fit-black-original-imafnwzmbgzzrkzx.jpeg?q=50
Combo Pack of 3 Casual Canvas Shoes For Men,Chevit,https://www.flipkart.com//chevit-combo-pack-3-casual-canvas-shoes-men/p/itmfctyw4zdxfffc?pid=SHOFCSJGVKPYVY5N&lid=LSTSHOFCSJGVKPYVY5N9ECYHI&marketplace=FLIPKART&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFCSJGVKPYVY5N.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹559,https://rukminim1.flixcart.com/image/309/371/jqy3dzk0/shoe/m/q/q/tr-110-445-104-7-chevit-blue-black-original-imafcsg3rggyvmnq.jpeg?q=50
"Casual , Partywear Sneakers Shoes For Men's And Boys Wh...",D-SNEAKERZ,https://www.flipkart.com//d-sneakerz-casual-partywear-sneakers-shoes-men-s-boys-white-color-men/p/itmf3xujnyvhbeqh?pid=SHOFFT35HWDTBJCX&lid=LSTSHOFFT35HWDTBJCXJCGZRH&marketplace=FLIPKART&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFFT35HWDTBJCX.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹395,https://rukminim1.flixcart.com/image/309/371/k3xcdjk0pkrrdj/shoe/m/u/j/10-ds-1603-d-sneakerz-dss-16603-white-10-original-imaf8uh4a7fecktf.jpeg?q=50
Running Shoes For Men,Layasa,https://www.flipkart.com//layasa-running-shoes-men/p/itmfa739c8cdb196?pid=SHOFP3HUUKSHXNGQ&lid=LSTSHOFP3HUUKSHXNGQD2C0OH&marketplace=FLIPKART&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FVFtAkTIxpyyA2FYmsVoLK9WZIvaxV8X7H5bgwjzLzgzQ%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/k6pd7680/shoe/y/3/h/la5780-10-layasa-black-green-original-imafp3htdha2gpsb.jpeg?q=50
168 Smart Red Lace-Ups Casuals for Men Sneakers For Men,Chevit,https://www.flipkart.com//chevit-168-smart-red-lace-ups-casuals-men-sneakers/p/itm5c134759c0c78?pid=SHOFZD8FTHYZNG3N&lid=LSTSHOFZD8FTHYZNG3N0MI1OQ&marketplace=FLIPKART&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFZD8FTHYZNG3N.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹259,https://rukminim1.flixcart.com/image/309/371/k6jnfrk0/shoe/g/3/n/168-8-chevit-red-original-imafzjh9mtcrp9fm.jpeg?q=50
Combo Pack of 2 Casual Shoes Slip On Sneakers For Men,Chevit,https://www.flipkart.com//chevit-combo-pack-2-casual-shoes-slip-sneakers-men/p/itmf8dyeh4tkjmsc?pid=SHOF8DPJXFQGDKJF&lid=LSTSHOF8DPJXFQGDKJFNIGMZU&marketplace=FLIPKART&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOF8DPJXFQGDKJF.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹379,https://rukminim1.flixcart.com/image/309/371/jvcp9jk0/shoe/g/a/r/cb-1110-1098-10-privifashion-navy-blue-original-imaf8dv5zaadhthf.jpeg?q=50
Combo Pack of 5 Casual Shoes Loafers For Men,Hotmess,https://www.flipkart.com//hotmess-combo-pack-5-casual-shoes-loafers-men/p/itm7310f0b5dc151?pid=SHOFNPWZ3PAFTT28&lid=LSTSHOFNPWZ3PAFTT289LB9NO&marketplace=FLIPKART&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFNPWZ3PAFTT28.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹699,https://rukminim1.flixcart.com/image/309/371/k4x2du80/shoe/p/e/d/pivot-combo-10-volve-maroon-original-imafnzudr8rdrprp.jpeg?q=50
Casuals For Men,ESSENCE,https://www.flipkart.com//essence-casuals-men/p/itm5f0ba0887b1f8?pid=SHOFK4QZGVRAMRBS&lid=LSTSHOFK4QZGVRAMRBSLBILMZ&marketplace=FLIPKART&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FVrIG2SICcsgux6%2BnxCszBE5Kew%2BHEQoA%2Fd1q4u3gYpnQ%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/k0bbb0w0/shoe/g/y/n/007blue3101-6-essence-blue-original-imafk4shwghrzk3b.jpeg?q=50
SL-83 Running Shoes For Women,Sparx,https://www.flipkart.com//sparx-sl-83-running-shoes-women/p/itmf3yyc5tshb6fh?pid=SHOENQ8U73CNBHPG&lid=LSTSHOENQ8U73CNBHPGAYEFAY&marketplace=FLIPKART&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOENQ8U73CNBHPG.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹579,https://rukminim1.flixcart.com/image/309/371/k5vcya80pkrrdj/shoe/g/z/g/6-sx0083l-6-pink-white-sparx-original-imafhxmmqwjdzemf.jpeg?q=50
Oxygen Running Shoes For Men,Beerock,https://www.flipkart.com//beerock-oxygen-running-shoes-men/p/itmfhgh9snhtrjae?pid=SHOEGWUDCCGAEQGZ&lid=LSTSHOEGWUDCCGAEQGZDROPTP&marketplace=FLIPKART&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOEGWUDCCGAEQGZ.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/jtrjngw0/shoe/y/4/8/oxygen-8-beerock-white-navy-original-imafewbhed7zmdpf.jpeg?q=50
Running Shoes For Men,Layasa,https://www.flipkart.com//layasa-running-shoes-men/p/itm938798b28bc2d?pid=SHOFZXDGPA4UVHRG&lid=LSTSHOFZXDGPA4UVHRGXZJVO5&marketplace=FLIPKART&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFZXDGPA4UVHRG.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/k6i7zww0/shoe/z/e/y/la5048-7-layasa-grey-original-imafzxhqxatrmgdb.jpeg?q=50
COURTKING2 Badminton Shoes For Men,Yonex,https://www.flipkart.com//yonex-courtking2-badminton-shoes-men/p/itm376ad50801d0d?pid=SHOFJP5X5QTWVMWG&lid=LSTSHOFJP5X5QTWVMWGGIFTLT&marketplace=FLIPKART&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFJP5X5QTWVMWG.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,"₹1,279",https://rukminim1.flixcart.com/image/309/371/k0r15e80/shoe/x/m/q/courtking2-7-yonex-white-black-original-imafkgyjgxkaugdg.jpeg?q=50
787 Running Shoes For Men,Tying,https://www.flipkart.com//tying-787-running-shoes-men/p/itm3ebefe6250eb7?pid=SHOFDZQVMKP2R6QY&lid=LSTSHOFDZQVMKP2R6QYUHK1IH&marketplace=FLIPKART&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=9fb17168-932a-416e-9080-acbc0fef979e.SHOFDZQVMKP2R6QY.SEARCH&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹348,https://rukminim1.flixcart.com/image/309/371/k0463rk0/shoe/g/e/j/787-10-tying-blue-original-imafdk8vwfmfegfr.jpeg?q=50
Black Money Sneakers For Men,Essence,https://www.flipkart.com//essence-black-money-sneakers-men/p/itmf3xuypbgqkpeh?pid=SHOEXGEKSRRHRPKC&lid=LSTSHOEXGEKSRRHRPKCZJE96P&marketplace=FLIPKART&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=en_kexKDZ4G3UmDVLcj5odS3c1wWpdVkHmKVuIzv8wrb%2FWMJCcnFsuth5RQT%2B%2BF5Obi7DgdErRzh6PbPrvXwrsAtg%3D%3D&ssid=3eqn58l79c0000001592390369573&qH=a60ba1a7a56c9e00,₹474,https://rukminim1.flixcart.com/image/309/371/j6s7p8w0/shoe/e/c/e/corpus3101-10-essence-blue-original-imaewyf3juwzgkmg.jpeg?q=50
